ID,Orderable Part,Root Part,ProductFamily,description,ProductLifeCycle
14164,MAX41464EVKIT-868,MAX41464EVKIT-868,Timing & Datacom,sub-GHz ISM FSK transmitter with I2C interface evaluation kit - tuned to 868MHz,PRODUCTION
14165,MAX41464GUB+,MAX41464,Timing & Datacom,sub-GHz ASK/FSK Transmitter,PRODUCTION
14166,MAX41464GUB+T,MAX41464,Timing & Datacom,sub-GHz ASK/FSK Transmitter,PRODUCTION
14167,MAX414CSD+,MAX414,Signal Chain,"Single/Dual/Quad, 28MHz, Low-Noise, Low-Voltage, Precision Op Amps",MATURE
14168,MAX414CSD+T,MAX414,Signal Chain,"Single/Dual/Quad, 28MHz, Low-Noise, Low-Voltage, Precision Op Amps",MATURE
14169,MAX414ESD+,MAX414,Signal Chain,"Single/Dual/Quad, 28MHz, Low-Noise, Low-Voltage, Precision Op Amps",MATURE
14170,MAX414ESD+T,MAX414,Signal Chain,"Single/Dual/Quad, 28MHz, Low-Noise, Low-Voltage, Precision Op Amps",MATURE
14171,MAX4162ESA+,MAX4162,Signal Chain,"SOT23, Micropower, Single-Supply, Rail-to-Rail I/O Op Amps",PRODUCTION
14172,MAX4162ESA+T,MAX4162,Signal Chain,"SOT23, Micropower, Single-Supply, Rail-to-Rail I/O Op Amps",PRODUCTION
14173,MAX4162EUK+,MAX4162,Signal Chain,"SOT23, Micropower, Single-Supply, Rail-to-Rail I/O Op Amps",PRODUCTION
14174,MAX4162EUK+T,MAX4162,Signal Chain,"SOT23, Micropower, Single-Supply, Rail-to-Rail I/O Op Amps",PRODUCTION
14175,MAX4163EBL+,MAX4163,Signal Chain,"SOT23, Micropower, Single-Supply, Rail-to-Rail I/O Op Amps",PRODUCTION
14176,MAX4163EBL+T,MAX4163,Signal Chain,"SOT23, Micropower, Single-Supply, Rail-to-Rail I/O Op Amps",PRODUCTION
14177,MAX4163ESA+,MAX4163,Signal Chain,"SOT23, Micropower, Single-Supply, Rail-to-Rail I/O Op Amps",PRODUCTION
14178,MAX4163ESA+T,MAX4163,Signal Chain,"SOT23, Micropower, Single-Supply, Rail-to-Rail I/O Op Amps",PRODUCTION
14179,MAX4163EUA+,MAX4163,Signal Chain,"SOT23, Micropower, Single-Supply, Rail-to-Rail I/O Op Amps",PRODUCTION
14180,MAX4163EUA+T,MAX4163,Signal Chain,"SOT23, Micropower, Single-Supply, Rail-to-Rail I/O Op Amps",PRODUCTION
14181,MAX4165EUK+,MAX4165,Signal Chain,"High-Output-Drive, Precision, Low-Power, Single-Supply, Rail-to-Rail I/O Op Amps with Shutdown",PRODUCTION
14182,MAX4165EUK+T,MAX4165,Signal Chain,"High-Output-Drive, Precision, Low-Power, Single-Supply, Rail-to-Rail I/O Op Amps with Shutdown",PRODUCTION
14183,MAX4166ELA+,MAX4166,Signal Chain,"High-Output-Drive, Precision, Low-Power, Single-Supply, Rail-to-Rail I/O Op Amps with Shutdown",PRODUCTION
14184,MAX4166ELA+T,MAX4166,Signal Chain,"High-Output-Drive, Precision, Low-Power, Single-Supply, Rail-to-Rail I/O Op Amps with Shutdown",PRODUCTION
14185,MAX4166EPA+,MAX4166,Signal Chain,"High-Output-Drive, Precision, Low-Power, Single-Supply, Rail-to-Rail I/O Op Amps with Shutdown",PRODUCTION
14186,MAX4166ESA+,MAX4166,Signal Chain,"High-Output-Drive, Precision, Low-Power, Single-Supply, Rail-to-Rail I/O Op Amps with Shutdown",PRODUCTION
14187,MAX4166ESA+T,MAX4166,Signal Chain,"High-Output-Drive, Precision, Low-Power, Single-Supply, Rail-to-Rail I/O Op Amps with Shutdown",PRODUCTION
14188,MAX4166EUA+,MAX4166,Signal Chain,"High-Output-Drive, Precision, Low-Power, Single-Supply, Rail-to-Rail I/O Op Amps with Shutdown",PRODUCTION
14189,MAX4166EUA+T,MAX4166,Signal Chain,"High-Output-Drive, Precision, Low-Power, Single-Supply, Rail-to-Rail I/O Op Amps with Shutdown",PRODUCTION
14190,MAX4167EPA+,MAX4167,Signal Chain,"High-Output-Drive, Precision, Low-Power, Single-Supply, Rail-to-Rail I/O Op Amps with Shutdown",PRODUCTION
14191,MAX4167ESA+,MAX4167,Signal Chain,"High-Output-Drive, Precision, Low-Power, Single-Supply, Rail-to-Rail I/O Op Amps with Shutdown",PRODUCTION
14192,MAX4167ESA+T,MAX4167,Signal Chain,"High-Output-Drive, Precision, Low-Power, Single-Supply, Rail-to-Rail I/O Op Amps with Shutdown",PRODUCTION
14193,MAX4168EPD+,MAX4168,Signal Chain,"High-Output-Drive, Precision, Low-Power, Single-Supply, Rail-to-Rail I/O Op Amps with Shutdown",PRODUCTION
14194,MAX4168ESD+,MAX4168,Signal Chain,"High-Output-Drive, Precision, Low-Power, Single-Supply, Rail-to-Rail I/O Op Amps with Shutdown",PRODUCTION
14195,MAX4168ESD+T,MAX4168,Signal Chain,"High-Output-Drive, Precision, Low-Power, Single-Supply, Rail-to-Rail I/OOp Amps with Shutdown",PRODUCTION
14196,MAX4168EUB+,MAX4168,Signal Chain,"High-Output-Drive, Precision, Low-Power, Single-Supply, Rail-to-Rail I/O Op Amps with Shutdown",PRODUCTION
14197,MAX4168EUB+T,MAX4168,Signal Chain,"High-Output-Drive, Precision, Low-Power, Single-Supply, Rail-to-Rail I/O Op Amps with Shutdown",PRODUCTION
14198,MAX4172ESA+,MAX4172,Signal Chain,"Low-Cost, Precision, High-Side Current-Sense Amplifier",PRODUCTION
14199,MAX4172ESA+T,MAX4172,Signal Chain,"Low-Cost, Precision, High-Side Current-Sense Amplifier",PRODUCTION
14200,MAX4172EUA+,MAX4172,Signal Chain,"Low-Cost, Precision, High-Side Current-Sense Amplifier",PRODUCTION
14201,MAX4172EUA+T,MAX4172,Signal Chain,"Low-Cost, Precision, High-Side Current-Sense Amplifier",PRODUCTION
14202,MAX4172GUA+,MAX4172,Signal Chain,"Low-Cost, Precision, High-Side Current-Sense Amplifier",PRODUCTION
14203,MAX4172GUA+T,MAX4172,Signal Chain,"Low-Cost, Precision, High-Side Current-Sense Amplifier",PRODUCTION
14204,MAX4173EVKIT+,MAX4173EVKIT,Signal Chain,"Eval Kit MAX4173 (Low-Cost, SOT23, Voltage-Output, High-SideCurrent-Sense Amplifier)",PRODUCTION
14205,MAX4173FESA+,MAX4173,Signal Chain,"Low-Cost, SOT23, Voltage-Output, High-Side Current-Sense Amplifier",PRODUCTION
14206,MAX4173FESA+T,MAX4173,Signal Chain,"Low-Cost, SOT23, Voltage-Output, High-Side Current-Sense Amplifier",PRODUCTION
14207,MAX4173FEUT+,MAX4173,Signal Chain,"Low-Cost, SOT23, Voltage-Output, High-Side Current-Sense Amplifier",PRODUCTION
14208,MAX4173FEUT+T,MAX4173,Signal Chain,"Low-Cost, SOT23, Voltage-Output, High-Side Current-Sense Amplifier",PRODUCTION
14209,MAX4173HESA+,MAX4173,Signal Chain,"Low-Cost, SOT23, Voltage-Output, High-Side Current-Sense Amplifier",PRODUCTION
14210,MAX4173HESA+T,MAX4173,Signal Chain,"Low-Cost, SOT23, Voltage-Output, High-Side Current-Sense Amplifier",PRODUCTION
14211,MAX4173HEUT+,MAX4173,Signal Chain,"Low-Cost, SOT23, Voltage-Output, High-Side Current-Sense Amplifier",PRODUCTION
14212,MAX4173HEUT+T,MAX4173,Signal Chain,"Low-Cost, SOT23, Voltage-Output, High-Side Current-Sense Amplifier",PRODUCTION
14213,MAX4173TESA+,MAX4173,Signal Chain,"Low-Cost, SOT23, Voltage-Output, High-Side Current-Sense Amplifier",PRODUCTION
14214,MAX4173TESA+T,MAX4173,Signal Chain,"Low-Cost, SOT23, Voltage-Output, High-Side Current-Sense Amplifier",PRODUCTION
14215,MAX4173TEUT+,MAX4173,Signal Chain,"Low-Cost, SOT23, Voltage-Output, High-Side Current-Sense Amplifier",PRODUCTION
14216,MAX4173TEUT+T,MAX4173,Signal Chain,"Low-Cost, SOT23, Voltage-Output, High-Side Current-Sense Amplifier",PRODUCTION
14217,MAX417CPA+,MAX417,Signal Chain,"Single, Dual, Quad, 1.2µA Max, Single-Supply Op Amps",PRODUCTION
14218,MAX417CSA+,MAX417,Signal Chain,"Single, Dual, Quad, 1.2µA Max, Single-Supply Op Amps",PRODUCTION
14219,MAX417EPA+,MAX417,Signal Chain,"Single, Dual, Quad, 1.2µA Max, Single-Supply Op Amps",LAST TIME BUY
14220,MAX417ESA+,MAX417,Signal Chain,"Single, Dual, Quad, 1.2µA Max, Single-Supply Op Amps",PRODUCTION
14221,MAX417ESA+T,MAX417,Signal Chain,"Single, Dual, Quad, 1.2µA Max, Single-Supply Op Amps",PRODUCTION
14222,MAX4193CPA+,MAX4193,Power & Data Conv,CMOS Micropower Step-Up Switching Regulator,PRODUCTION
14223,MAX4193CSA+,MAX4193,Power & Data Conv,CMOS Micropower Step-Up Switching Regulator,LAST TIME BUY
14224,MAX4193CSA+T,MAX4193,Power & Data Conv,CMOS Micropower Step-Up Switching Regulator,PRODUCTION
14225,MAX4193EPA+,MAX4193,Power & Data Conv,CMOS Micropower Step-Up Switching Regulator,PRODUCTION
14226,MAX4193ESA+,MAX4193,Power & Data Conv,CMOS Micropower Step-Up Switching Regulator,PRODUCTION
14227,MAX4194ESA+,MAX4194,Signal Chain,"Micropower, Single-Supply, Rail-to-Rail, Precision Instrumentation Amplifiers",PRODUCTION
14228,MAX4194ESA+T,MAX4194,Signal Chain,"Micropower, Single-Supply, Rail-to-Rail, Precision Instrumentation Amplifiers",PRODUCTION
14229,MAX4195ESA+,MAX4195,Signal Chain,"Micropower, Single-Supply, Rail-to-Rail, Precision Instrumentation Amplifiers",PRODUCTION
14230,MAX4195ESA+T,MAX4195,Signal Chain,"Micropower, Single-Supply, Rail-to-Rail, Precision Instrumentation Amplifiers",PRODUCTION
14231,MAX4196ESA+,MAX4196,Signal Chain,"Micropower, Single-Supply, Rail-to-Rail, Precision Instrumentation Amplifiers",PRODUCTION
14232,MAX4196ESA+T,MAX4196,Signal Chain,"Micropower, Single-Supply, Rail-to-Rail, Precision Instrumentation Amplifiers",PRODUCTION
14233,MAX4197ESA+,MAX4197,Signal Chain,"Micropower, Single-Supply, Rail-to-Rail, Precision Instrumentation Amplifiers",PRODUCTION
14234,MAX4197ESA+T,MAX4197,Signal Chain,"Micropower, Single-Supply, Rail-to-Rail, Precision Instrumentation Amplifiers",PRODUCTION
14235,MAX4198ESA+,MAX4198,Signal Chain,"Micropower, Single-Supply, Rail-to-Rail Precision Differential Amplifiers",PRODUCTION
14236,MAX4198ESA+T,MAX4198,Signal Chain,"Micropower, Single-Supply, Rail-to-Rail Precision DifferentialAmplifiers",PRODUCTION
14237,MAX4198EUA+,MAX4198,Signal Chain,"Micropower, Single-Supply, Rail-to-Rail Precision Differential Amplifiers",PRODUCTION
14238,MAX4198EUA+T,MAX4198,Signal Chain,"Micropower, Single-Supply, Rail-to-Rail Precision Differential Amplifiers",PRODUCTION
14239,MAX4199ESA+,MAX4199,Signal Chain,"Micropower, Single-Supply, Rail-to-Rail Precision Differential Amplifiers",PRODUCTION
14240,MAX4199ESA+T,MAX4199,Signal Chain,"Micropower, Single-Supply, Rail-to-Rail Precision Differential Amplifiers",PRODUCTION
14241,MAX4199EUA+,MAX4199,Signal Chain,"Micropower, Single-Supply, Rail-to-Rail Precision Differential Amplifiers",PRODUCTION
14242,MAX4200ESA+,MAX4200,Signal Chain,"Ultra-High-Speed, Low-Noise, Low-Power, SOT23 Open-Loop Buffers",PRODUCTION
14243,MAX4200ESA+T,MAX4200,Signal Chain,"Ultra-High-Speed, Low-Noise, Low-Power, SOT23 Open-Loop Buffers",PRODUCTION
14244,MAX4200EUK+,MAX4200,Signal Chain,"Ultra-High-Speed, Low-Noise, Low-Power, SOT23 Open-Loop Buffers",PRODUCTION
14245,MAX4200EUK+T,MAX4200,Signal Chain,"Ultra-High-Speed, Low-Noise, Low-Power, SOT23 Open-Loop Buffers",PRODUCTION
14246,MAX4201ESA+,MAX4201,Signal Chain,"Ultra-High-Speed, Low-Noise, Low-Power, SOT23 Open-Loop Buffers",PRODUCTION
14247,MAX4201ESA+T,MAX4201,Signal Chain,"Ultra-High-Speed, Low-Noise, Low-Power, SOT23 Open-Loop Buffers",PRODUCTION
14248,MAX4201EUK+,MAX4201,Signal Chain,"Ultra-High-Speed, Low-Noise, Low-Power, SOT23 Open-Loop Buffers",PRODUCTION
14249,MAX4201EUK+T,MAX4201,Signal Chain,"Ultra-High-Speed, Low-Noise, Low-Power, SOT23 Open-Loop Buffers",PRODUCTION
14250,MAX4201EVKIT,MAX4201EVKIT,Signal Chain,"Eval Kit MAX4201 (Ultra-High-Speed, Low-Noise, Low-Power, SOT23Open-Loop Buffers)",PRODUCTION
14251,MAX4203ESA+,MAX4203,Signal Chain,"Ultra-High-Speed, Low-Noise, Low-Power, SOT23 Open-Loop Buffers",PRODUCTION
14252,MAX4203ESA+T,MAX4203,Signal Chain,"Ultra-High-Speed, Low-Noise, Low-Power, SOT23 Open-Loop Buffers",PRODUCTION
14253,MAX4203EUA+,MAX4203,Signal Chain,"Ultra-High-Speed, Low-Noise, Low-Power, SOT23 Open-Loop Buffers",PRODUCTION
14254,MAX4203EUA+T,MAX4203,Signal Chain,"Ultra-High-Speed, Low-Noise, Low-Power, SOT23 Open-Loop Buffers",PRODUCTION
14255,MAX4203EUA/GG8,MAX4203,Signal Chain,"Ultra-High-Speed, Low-Noise, Low-Power, SOT23 Open-Loop Buffer",PRODUCTION
14256,MAX4204ESA+,MAX4204,Signal Chain,"Ultra-High-Speed, Low-Noise, Low-Power, SOT23 Open-Loop Buffers",PRODUCTION
14257,MAX4204ESA+T,MAX4204,Signal Chain,"Ultra-High-Speed, Low-Noise, Low-Power, SOT23 Open-Loop Buffers",PRODUCTION
14258,MAX4204EUA+,MAX4204,Signal Chain,"Ultra-High-Speed, Low-Noise, Low-Power, SOT23 Open-Loop Buffers",PRODUCTION
14259,MAX4204EUA+T,MAX4204,Signal Chain,"Ultra-High-Speed, Low-Noise, Low-Power, SOT23 Open-Loop Buffers",PRODUCTION
14260,MAX4206ETE+,MAX4206,Signal Chain,Precision Transimpedance Logarithmic Amplifier with Over 5 Decades of Dynamic Range,PRODUCTION
14261,MAX4206ETE+T,MAX4206,Signal Chain,Precision Transimpedance Logarithmic Amplifier with Over 5 Decades of Dynamic Range,PRODUCTION
14262,MAX4206EVKIT+,MAX4206EVKIT,Signal Chain,Eval Kit MAX4206 (Precision Transimpedance Logarithmic Amplifier withOver 5 Decades of Dynamic Range,MATURE
14263,MAX4207ETE+,MAX4207,Signal Chain,Precision Transimpedance Logarithmic Amplifier with Over 5 Decades of Dynamic Range,PRODUCTION
14264,MAX4207ETE+T,MAX4207,Signal Chain,Precision Transimpedance Logarithmic Amplifier with Over 5 Decades of Dynamic Range,PRODUCTION
14265,MAX4208AUA+,MAX4208,Signal Chain,"Ultra-Low Offset/Drift, Precision Instrumentation Amplifiers with REF Buffer",PRODUCTION
14266,MAX4208AUA+T,MAX4208,Signal Chain,"Ultra-Low Offset/Drift, Precision Instrumentation Amplifiers with REF Buffer",PRODUCTION
14267,MAX4208EVKIT+,MAX4208EVKIT,Signal Chain,"Eval Kit MAX4208 (Ultra-Low Offset/Drift, Precision InstrumentationAmplifiers with REF Buffer)",PRODUCTION
14268,MAX4209EVKIT+,MAX4209EVKIT,Signal Chain,"Eval Kit MAX4209 (Ultra-Low Offset/Drift, Precision InstrumentationAmplifiers with REF Buffer)",PRODUCTION
14269,MAX4209HAUA+,MAX4209,Signal Chain,"Ultra-Low Offset/Drift, Precision Instrumentation Amplifiers with REF Buffer",PRODUCTION
14270,MAX4209HAUA+T,MAX4209,Signal Chain,"Ultra-Low Offset/Drift, Precision Instrumentation Amplifiers with REF Buffer",PRODUCTION
14271,MAX4210AEUA+,MAX4210,Signal Chain,High-Side Power and Current Monitors,PRODUCTION
14272,MAX4210BETT+,MAX4210,Signal Chain,High-Side Power and Current Monitors,PRODUCTION
14273,MAX4210BETT+T,MAX4210,Signal Chain,High-Side Power and Current Monitors,PRODUCTION
14274,MAX4210CETT+,MAX4210,Signal Chain,High-Side Power and Current Monitors,PRODUCTION
14275,MAX4210CETT+T,MAX4210,Signal Chain,High-Side Power and Current Monitors,PRODUCTION
14276,MAX4210DETT+,MAX4210,Signal Chain,High-Side Power and Current Monitors,PRODUCTION
14277,MAX4210DETT+T,MAX4210,Signal Chain,High-Side Power and Current Monitors,PRODUCTION
14278,MAX4210DEUA+,MAX4210,Signal Chain,High-Side Power and Current Monitors,PRODUCTION
14279,MAX4210DEUA+T,MAX4210,Signal Chain,High-Side Power and Current Monitors,PRODUCTION
14280,MAX4210EETT+,MAX4210,Signal Chain,High-Side Power and Current Monitors,PRODUCTION
14281,MAX4210EETT+T,MAX4210,Signal Chain,High-Side Power and Current Monitors,PRODUCTION
14282,MAX4210EEUA+,MAX4210,Signal Chain,High-Side Power and Current Monitors,PRODUCTION
14283,MAX4210EEUA+T,MAX4210,Signal Chain,High-Side Power and Current Monitors,PRODUCTION
14284,MAX4210EEVKIT,MAX4210EEVKIT,Signal Chain,"Evaluation Kit for the MAX4210E, MAX4210A/B/C/D/F",PRODUCTION
14285,MAX4210FETT+,MAX4210,Signal Chain,High-Side Power and Current Monitors,PRODUCTION
14286,MAX4210FETT+T,MAX4210,Signal Chain,High-Side Power and Current Monitors,PRODUCTION
14287,MAX4210FEUA+,MAX4210,Signal Chain,High-Side Power and Current Monitors,PRODUCTION
14288,MAX4210FEUA+T,MAX4210,Signal Chain,High-Side Power and Current Monitors,PRODUCTION
14289,MAX4211AEUE+,MAX4211,Signal Chain,High-Side Power and Current Monitors,PRODUCTION
14290,MAX4211AEUE+T,MAX4211,Signal Chain,High-Side Power and Current Monitors,PRODUCTION
14291,MAX4211BETE+,MAX4211,Signal Chain,High-Side Power and Current Monitors,PRODUCTION
14292,MAX4211BETE+T,MAX4211,Signal Chain,High-Side Power and Current Monitors,PRODUCTION
14293,MAX4211BEUE+,MAX4211,Signal Chain,High-Side Power and Current Monitors,PRODUCTION
14294,MAX4211BEUE+T,MAX4211,Signal Chain,High-Side Power and Current Monitors,PRODUCTION
14295,MAX4211CEUE+,MAX4211,Signal Chain,High-Side Power and Current Monitors,PRODUCTION
14296,MAX4211DETE+,MAX4211,Signal Chain,High-Side Power and Current Monitors,PRODUCTION
14297,MAX4211DETE+T,MAX4211,Signal Chain,High-Side Power and Current Monitors,PRODUCTION
14298,MAX4211DEUE+,MAX4211,Signal Chain,High-Side Power And Current Monitors,PRODUCTION
14299,MAX4211DEUE+T,MAX4211,Signal Chain,High-Side Power and Current Monitors,PRODUCTION
14300,MAX4211EETE+,MAX4211,Signal Chain,High-Side Power and Current Monitors,PRODUCTION
14301,MAX4211EETE+T,MAX4211,Signal Chain,High-Side Power and Current Monitors,PRODUCTION
14302,MAX4211EEUE+,MAX4211,Signal Chain,High-Side Power and Current Monitors,PRODUCTION
14303,MAX4211EEUE+T,MAX4211,Signal Chain,High-Side Power and Current Monitors,PRODUCTION
14304,MAX4211EEVKIT,MAX4211EEVKIT,Signal Chain,Eval Kit MAX4211A/B/C/D/E/F (High-Side Power and Current Monitors),PRODUCTION
14305,MAX4211FETE+,MAX4211,Signal Chain,High-Side Power and Current Monitors,PRODUCTION
14306,MAX4211FETE+T,MAX4211,Signal Chain,High-Side Power and Current Monitors,PRODUCTION
14307,MAX4211FEUE+,MAX4211,Signal Chain,High-Side Power and Current Monitors,PRODUCTION
14308,MAX4211FEUE+T,MAX4211,Signal Chain,High-Side Power and Current Monitors,PRODUCTION
14309,MAX4212EUK+,MAX4212,Signal Chain,"Miniature, 300MHz, Single-Supply, Rail-to-Rail Op Amps with Enable",PRODUCTION
14310,MAX4212EUK+T,MAX4212,Signal Chain,"Miniature, 300MHz, Single-Supply, Rail-to-Rail Op Amps with Enable",PRODUCTION
14311,MAX4213ESA+,MAX4213,Signal Chain,"Miniature, 300MHz, Single-Supply, Rail-to-Rail Op Amps with Enable",PRODUCTION
14312,MAX4213ESA+T,MAX4213,Signal Chain,"Miniature, 300MHz, Single-Supply, Rail-to-Rail Op Amps with Enable",PRODUCTION
14313,MAX4213EUA+,MAX4213,Signal Chain,"Miniature, 300MHz, Single-Supply, Rail-to-Rail Op Amps with Enable",PRODUCTION
14314,MAX4213EUA+T,MAX4213,Signal Chain,"Miniature, 300MHz, Single-Supply, Rail-to-Rail Op Amps with Enable",PRODUCTION
14315,MAX4213EVKIT+,MAX4213,Signal Chain,MAX4213 EVAL KIT+,PRODUCTION
14316,MAX4214EUK+,MAX4214,Signal Chain,"High-Speed, Single-Supply, Gain of 2, Closed-Loop, Rail-to-Rail Buffers with Enable",PRODUCTION
14317,MAX4214EUK+T,MAX4214,Signal Chain,"High-Speed, Single-Supply, Gain of 2, Closed-Loop, Rail-to-Rail Buffers with Enable",PRODUCTION
14318,MAX4215ESA+,MAX4215,Signal Chain,"High-Speed, Single-Supply, Gain of 2, Closed-Loop, Rail-to-Rail Buffers with Enable",PRODUCTION
14319,MAX4215ESA+T,MAX4215,Signal Chain,"High-Speed, Single-Supply, Gain of 2, Closed-Loop, Rail-to-Rail Buffers with Enable",PRODUCTION
14320,MAX4215EUA+,MAX4215,Signal Chain,"High-Speed, Single-Supply, Gain of 2, Closed-Loop, Rail-to-Rail Buffers with Enable",PRODUCTION
14321,MAX4215EUA+T,MAX4215,Signal Chain,"High-Speed, Single-Supply, Gain of 2, Closed-Loop, Rail-to-Rail Buffers with Enable",PRODUCTION
14322,MAX4216ESA+,MAX4216,Signal Chain,"Miniature, 300MHz, Single-Supply, Rail-to-Rail Op Amps with Enable",PRODUCTION
14323,MAX4216ESA+T,MAX4216,Signal Chain,"Miniature, 300MHz, Single-Supply, Rail-to-Rail Op Amps with Enable",PRODUCTION
14324,MAX4216EUA+,MAX4216,Signal Chain,"Miniature, 300MHz, Single-Supply, Rail-to-Rail Op Amps with Enable",PRODUCTION
14325,MAX4216EUA+T,MAX4216,Signal Chain,"Miniature, 300MHz, Single-Supply, Rail-to-Rail Op Amps with Enable",PRODUCTION
14326,MAX4217ESA+,MAX4217,Signal Chain,"High-Speed, Single-Supply, Gain of 2, Closed-Loop, Rail-to-Rail Buffers with Enable",PRODUCTION
14327,MAX4217ESA+T,MAX4217,Signal Chain,"High-Speed, Single-Supply, Gain of 2, Closed-Loop, Rail-to-Rail Buffers with Enable",PRODUCTION
14328,MAX4217EUA+,MAX4217,Signal Chain,"High-Speed, Single-Supply, Gain of 2, Closed-Loop, Rail-to-Rail Buffers with Enable",PRODUCTION
14329,MAX4217EUA+T,MAX4217,Signal Chain,"High-Speed, Single-Supply, Gain of 2, Closed-Loop, Rail-to-Rail Buffers with Enable",PRODUCTION
14330,MAX4218EEE+,MAX4218,Signal Chain,"Miniature, 300MHz, Single-Supply, Rail-to-Rail Op Amps with Enable",PRODUCTION
14331,MAX4218EEE+T,MAX4218,Signal Chain,"Miniature, 300MHz, Single-Supply, Rail-to-Rail Op Amps with Enable",PRODUCTION
14332,MAX4218ESD+,MAX4218,Signal Chain,"Miniature, 300MHz, Single-Supply, Rail-to-Rail Op Amps with Enable",PRODUCTION
14333,MAX4218ESD+T,MAX4218,Signal Chain,"Miniature, 300MHz, Single-Supply, Rail-to-Rail Op Amps with Enable",PRODUCTION
14334,MAX4219EEE+,MAX4219,Signal Chain,"High-Speed, Single-Supply, Gain of 2, Closed-Loop, Rail-to-Rail Buffers with Enable",PRODUCTION
14335,MAX4219EEE+T,MAX4219,Signal Chain,"High-Speed, Single-Supply, Gain of 2, Closed-Loop, Rail-to-Rail Buffers with Enable",PRODUCTION
14336,MAX4219ESD+,MAX4219,Signal Chain,"High-Speed, Single-Supply, Gain of 2, Closed-Loop, Rail-to-Rail Buffers with Enable",PRODUCTION
14337,MAX4219ESD+T,MAX4219,Signal Chain,"High-Speed, Single-Supply, Gain of 2, Closed-Loop, Rail-to-Rail Buffers with Enable",PRODUCTION
14338,MAX4220EEE+,MAX4220,Signal Chain,"Miniature, 300MHz, Single-Supply, Rail-to-Rail Op Amps with Enable",PRODUCTION
14339,MAX4220EEE+T,MAX4220,Signal Chain,"Miniature, 300MHz, Single-Supply, Rail-to-Rail Op Amps with Enable",PRODUCTION
14340,MAX4220ESD+,MAX4220,Signal Chain,"Miniature, 300MHz, Single-Supply, Rail-to-Rail Op Amps with Enable",PRODUCTION
14341,MAX4222EEE+,MAX4222,Signal Chain,"High-Speed, Single-Supply, Gain of 2, Closed-Loop, Rail-to-Rail Buffers with Enable",PRODUCTION
14342,MAX4222EEE+T,MAX4222,Signal Chain,"High-Speed, Single-Supply, Gain of 2, Closed-Loop, Rail-to-Rail Buffers with Enable",PRODUCTION
14343,MAX4222EEE/GG8,MAX4222,Signal Chain,"High-Speed, Single-Supply, Gain of 2, Closed-Loop, Rail-to-Rail Bufferswith Enable",PRODUCTION
14344,MAX4222ESD+,MAX4222,Signal Chain,"High-Speed, Single-Supply, Gain of 2, Closed-Loop, Rail-to-Rail Buffers with Enable",PRODUCTION
14345,MAX4222ESD+T,MAX4222,Signal Chain,"High-Speed, Single-Supply, Gain of 2, Closed-Loop, Rail-to-Rail Buffers with Enable",PRODUCTION
14346,MAX4223ESA+,MAX4223,Signal Chain,"1GHz, Low-Power, SOT23, Current Feedback Amplifiers with Shutdown",PRODUCTION
14347,MAX4223ESA+T,MAX4223,Signal Chain,"1GHz, Low-Power, SOT23, Current Feedback Amplifiers with Shutdown",PRODUCTION
14348,MAX4223EUT+,MAX4223,Signal Chain,"1GHz, Low-Power, SOT23, Current Feedback Amplifiers with Shutdown",PRODUCTION
14349,MAX4223EUT+T,MAX4223,Signal Chain,"1GHz, Low-Power, SOT23, Current Feedback Amplifiers with Shutdown",PRODUCTION
14350,MAX4223EVKIT,MAX4223EVKIT,Signal Chain,"Evaluation Kit for the MAX4223, MAX4224",PRODUCTION
14351,MAX4224ESA+,MAX4224,Signal Chain,"1GHz, Low-Power, SOT23, Current Feedback Amplifiers with Shutdown",PRODUCTION
14352,MAX4224ESA+T,MAX4224,Signal Chain,"1GHz, Low-Power, SOT23, Current Feedback Amplifiers with Shutdown",PRODUCTION
14353,MAX4224EUT+,MAX4224,Signal Chain,"1GHz, Low-Power, SOT23, Current Feedback Amplifiers with Shutdown",PRODUCTION
14354,MAX4224EUT+T,MAX4224,Signal Chain,"1GHz, Low-Power, SOT23, Current Feedback Amplifiers with Shutdown",PRODUCTION
14355,MAX4225ESA+,MAX4225,Signal Chain,"1GHz, Low-Power, SOT23, Current Feedback Amplifiers with Shutdown",PRODUCTION
14356,MAX4226EUB+,MAX4226,Signal Chain,"1GHz, Low-Power, SOT23, Current Feedback Amplifiers with Shutdown",PRODUCTION
14357,MAX4226EUB+T,MAX4226,Signal Chain,"1GHz, Low-Power, SOT23, Current Feedback Amplifiers with Shutdown",PRODUCTION
14358,MAX4227ESA+,MAX4227,Signal Chain,"1GHz, Low-Power, SOT23, Current Feedback Amplifiers with Shutdown",PRODUCTION
14359,MAX4228ESD+,MAX4228,Signal Chain,"1GHz, Low-Power, SOT23, Current Feedback Amplifiers with Shutdown",PRODUCTION
14360,MAX4228EUB+,MAX4228,Signal Chain,"1GHz, Low-Power, SOT23, Current Feedback Amplifiers with Shutdown",PRODUCTION
14361,MAX4230AUK+,MAX4230,Signal Chain,"High-Output-Drive, 10MHz, 10V/µs, Rail-to-Rail I/O Op Amps with Shutdown in SC70",PRODUCTION
14362,MAX4230AUK+T,MAX4230,Signal Chain,"High-Output-Drive, 10MHz, 10V/µs, Rail-to-Rail I/O Op Amps with Shutdown in SC70",PRODUCTION
14363,MAX4230AXK+,MAX4230,Signal Chain,"High-Output-Drive, 10MHz, 10V/µs, Rail-to-Rail I/O Op Amps with Shutdown in SC70",PRODUCTION
